SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,286 E Grandview Ave,Sierra Madre,CA,91024,1699000,3,3.0,656 - Sierra Madre,4264,13026,1957,11,398,,Active,,,http://www.redfin.com/CA/Sierra-Madre/286-E-Grandview-Ave-91024/home/7227188,CRMLS,DW20100220,N,Y,34.1665774,-118.0466705
MLS Listing,,Single Family Residential,285 Foothill Ave,Sierra Madre,CA,91024,1149000,3,2.0,Sierra Madre,1485,6043,1961,11,774,,Active,,,http://www.redfin.com/CA/Sierra-Madre/285-Foothill-Ave-91024/home/7225517,TheMLS,20-582140,N,Y,34.1671167,-118.0383462
MLS Listing,,Single Family Residential,415 Genoa St,Arcadia,CA,91006,998000,3,2.5,605 - Arcadia,2178,11335,1999,11,458,125,Active,,,http://www.redfin.com/CA/Arcadia/415-Genoa-St-91006/home/8103191,CRMLS,WS20096781,N,Y,34.1326796,-118.0211247
MLS Listing,,Single Family Residential,3530 Landfair Rd,Pasadena,CA,91107,1520000,3,3.0,Pasadena NE,2217,10651,1950,11,686,,Active,,,http://www.redfin.com/CA/Pasadena/3530-Landfair-Rd-91107/home/7222354,TheMLS,20-582018,N,Y,34.15865,-118.0771104
MLS Listing,,Single Family Residential,806 Palo Alto Dr,Arcadia,CA,91007,978000,2,1.0,605 - Arcadia,1226,7986,1950,12,798,,Active,,,http://www.redfin.com/CA/Arcadia/806-Palo-Alto-Dr-91007/home/7232746,CRMLS,WS20099716,N,Y,34.1341215,-118.0574641
MLS Listing,,Single Family Residential,303 E Las Flores Ave,Arcadia,CA,91006,1298000,3,2.0,605 - Arcadia,1624,9252,1956,12,799,,Active,,,http://www.redfin.com/CA/Arcadia/303-E-Las-Flores-Ave-91006/home/7240157,CRMLS,WS20099422,N,Y,34.116234,-118.0232517
MLS Listing,,Townhouse,551 Linwood Ave Unit F,Monrovia,CA,91016,575000,2,2.0,Monrovia,1395,,1979,14,412,365,Active,,,http://www.redfin.com/CA/Monrovia/551-Linwood-Ave-91016/unit-F/home/7965149,PFAR,820001858,N,Y,34.150316,-118.0113353
MLS Listing,,Single Family Residential,380 W Camino Real Ave,Arcadia,CA,91007,2588000,6,7.0,605 - Arcadia,6405,15220,1995,15,404,,Active,,,http://www.redfin.com/CA/Arcadia/380-W-Camino-Real-Ave-91007/home/7237758,CRMLS,WS20098632,N,Y,34.1221771,-118.0454585
MLS Listing,,Single Family Residential,501 Campesina Rd,Arcadia,CA,91007,2198000,5,5.0,605 - Arcadia,3644,15112,1948,15,603,,Active,,,http://www.redfin.com/CA/Arcadia/501-Campesina-Rd-91007/home/7232104,CRMLS,PF20096054,N,Y,34.1463389,-118.0648729
MLS Listing,,Townhouse,125 E Sierra Madre Blvd E Unit E,Sierra Madre,CA,91024,689000,2,2.25,656 - Sierra Madre,1429,47981,1974,15,482,450,Active,,,http://www.redfin.com/CA/Sierra-Madre/125-E-Sierra-Madre-Blvd-91024/unit-E/home/7227383,CRMLS,AR20098240,N,Y,34.1620555,-118.050069
MLS Listing,,Single Family Residential,639 Norumbega Dr,Monrovia,CA,91016,1100000,3,2.25,639 - Monrovia,2282,19871,1979,15,482,,Active,,,http://www.redfin.com/CA/Monrovia/639-Norumbega-Dr-91016/home/7973566,CRMLS,AR20097398,N,Y,34.1616118,-117.9872484
MLS Listing,,Single Family Residential,1221 S 9th Ave,Arcadia,CA,91006,2098000,4,3.0,Arcadia,3666,7905,1960,16,572,,Active,,,http://www.redfin.com/CA/Arcadia/1221-S-Ninth-Ave-91006/home/7235432,PFAR,820001822,N,Y,34.1265647,-118.0148348
MLS Listing,,Single Family Residential,421 Catalpa Rd,Arcadia,CA,91007,1388000,3,2.0,605 - Arcadia,1864,10830,1949,17,745,,Active,,,http://www.redfin.com/CA/Arcadia/421-Catalpa-Rd-91007/home/7232180,CRMLS,PF20096653,N,Y,34.1443846,-118.0608027
MLS Listing,,Single Family Residential,651 King St,Monrovia,CA,91016,795000,4,3.0,639 - Monrovia,1575,8049,1950,17,505,,Active,,,http://www.redfin.com/CA/Monrovia/651-King-St-91016/home/7965929,CRMLS,CV20096613,N,Y,34.142209,-118.0140717
MLS Listing,,Multi-Family (2-4 Unit),167 N Myrtle Ave,Monrovia,CA,91016,1590000,4,5.0,639 - Monrovia,,9329,1890,18,,,Active,,,http://www.redfin.com/CA/Monrovia/167-N-Myrtle-Ave-91016/home/7972376,CRMLS,AR20093343,N,Y,34.153887,-118.0013395
MLS Listing,,Townhouse,723 S Old Ranch Rd Unit A,Arcadia,CA,91007,898000,3,4.0,605 - Arcadia,1550,26176,2013,18,579,213,Active,,,http://www.redfin.com/CA/Arcadia/723-S-Old-Ranch-Rd-91007/unit-A/home/51576297,CRMLS,AR20089306,N,Y,34.1323687,-118.0564378
MLS Listing,,Single Family Residential,139 N Ivy Ave,Monrovia,CA,91016,978800,4,2.5,Monrovia,2288,6486,1910,19,428,,Active,,,http://www.redfin.com/CA/Monrovia/139-N-Ivy-Ave-91016/home/7972468,PFAR,820001773,N,Y,34.152759,-117.9990978
MLS Listing,,Single Family Residential,306 Joyce Ave,Arcadia,CA,91006,945000,3,1.75,Arcadia,1441,10450,1947,19,656,,Active,,,http://www.redfin.com/CA/Arcadia/306-Joyce-Ave-91006/home/7230912,PFAR,820001760,N,Y,34.1444091,-118.02284
MLS Listing,,Single Family Residential,1810 Louise Ave,Arcadia,CA,91006,1095000,4,2.5,Arcadia,1875,7893,1953,19,584,,Active,,,http://www.redfin.com/CA/Arcadia/1810-Louise-Ave-91006/home/7239487,PFAR,820001761,N,Y,34.1192448,-118.0293812
MLS Listing,,Single Family Residential,9025 Camino Real,San Gabriel,CA,91775,987000,4,3.0,654 - San Gabriel,2024,6227,1979,20,488,,Active,,,http://www.redfin.com/CA/San-Gabriel/9025-Camino-Real-91775/home/7044267,CRMLS,WS20094295,N,Y,34.1193926,-118.0720551
MLS Listing,,Multi-Family (2-4 Unit),1814 10th Ave,Monrovia,CA,91016,948000,4,2.0,639 - Monrovia,1956,10368,1949,21,485,,Active,,,http://www.redfin.com/CA/Monrovia/1814-10th-Ave-91016/home/7967378,CRMLS,AR20093809,N,Y,34.1316475,-118.0123605
MLS Listing,,Single Family Residential,1236 N Santa Anita Ave,Arcadia,CA,91006,1980000,3,2.5,605 - Arcadia,2626,19223,1948,22,754,,Active,,,http://www.redfin.com/CA/Arcadia/1236-N-Santa-Anita-Ave-91006/home/7230171,CRMLS,AR20089436,N,Y,34.1541921,-118.0312743
MLS Listing,,Single Family Residential,370 W Longden Ave,Arcadia,CA,91007,2098000,4,3.0,605 - Arcadia,3013,25346,1941,22,696,,Active,,,http://www.redfin.com/CA/Arcadia/370-W-Longden-Ave-91007/home/7238432,CRMLS,WS20092477,N,Y,34.1146957,-118.045024
MLS Listing,,Single Family Residential,3810 Hampton Rd,Pasadena,CA,91107,1720000,5,4.0,699 - Not Defined,2625,14019,1948,22,655,,Active,,,http://www.redfin.com/CA/Pasadena/3810-Hampton-Rd-91107/home/7222738,CRMLS,EV20089097,N,Y,34.1533556,-118.0701693
MLS Listing,,Single Family Residential,3590 Fairmeade Rd,Pasadena,CA,91107,1799000,3,2.75,Pasadena NE,2820,11924,1948,22,638,,Active,,,http://www.redfin.com/CA/Pasadena/3590-Fairmeade-Rd-91107/home/7222634,PFAR,820001739,N,Y,34.1556457,-118.075926
MLS Listing,,Single Family Residential,2663 Doolittle Ave,Arcadia,CA,91006,658888,2,1.0,605 - Arcadia,870,5843,1950,22,757,,Active,,,http://www.redfin.com/CA/Arcadia/2663-Doolittle-Ave-91006/home/7240800,CRMLS,CV20091698,N,Y,34.1162505,-118.0137827
MLS Listing,,Condo/Co-op,138 El Dorado St Unit D,Arcadia,CA,91006,828000,3,2.0,605 - Arcadia,1804,15919,2006,22,459,150,Active,,,http://www.redfin.com/CA/Arcadia/138-El-Dorado-St-91006/unit-D/home/12286060,CRMLS,PW20092000,N,Y,34.1343254,-118.0265511
MLS Listing,,Condo/Co-op,630 W Huntington Dr #132,Arcadia,CA,91007,620000,2,1.75,Arcadia,1363,148975,1967,23,455,250,Active,,,http://www.redfin.com/CA/Arcadia/630-W-Huntington-Dr-91007/unit-132/home/7233159,PFAR,820001710,N,Y,34.131258,-118.0527763
MLS Listing,,Single Family Residential,1036 Don Diablo Dr,Arcadia,CA,91006,1448000,5,2.5,605 - Arcadia,3015,11800,1969,24,480,,Active,,,http://www.redfin.com/CA/Arcadia/1036-Don-Diablo-Dr-91006/home/7229364,CRMLS,CV20082508,N,Y,34.1497974,-118.0561607
MLS Listing,,Townhouse,1015 Arcadia Ave #7,Arcadia,CA,91007,794888,3,2.5,605 - Arcadia,1976,45447,1974,24,402,250,Active,,,http://www.redfin.com/CA/Arcadia/1015-Arcadia-Ave-91007/unit-7/home/7236683,i-Tech MLS,320001570,N,Y,34.127214,-118.0633233
MLS Listing,,Single Family Residential,1110 Fallen Leaf Rd,Arcadia,CA,91006,5180000,5,4.0,605 - Arcadia,4977,62290,1939,26,1041,,Active,,,http://www.redfin.com/CA/Arcadia/1110-Fallen-Leaf-Rd-91006/home/7228961,CRMLS,AR20088431,N,Y,34.1517437,-118.0664049
MLS Listing,,Single Family Residential,1729 S 8th Ave,Arcadia,CA,91006,1280000,4,3.0,605 - Arcadia,2270,7296,1948,26,564,,Active,,,http://www.redfin.com/CA/Arcadia/1729-S-8th-Ave-91006/home/7240926,CRMLS,AR20090030,N,Y,34.1195276,-118.0160013
MLS Listing,,Townhouse,148 Diamond St Unit A,Arcadia,CA,91006,848000,4,3.5,605 - Arcadia,1990,16117,1992,27,426,150,Active,,,http://www.redfin.com/CA/Arcadia/148-Diamond-St-91006/unit-A/home/7234150,CRMLS,TR20089096,N,Y,34.135404,-118.026203
MLS Listing,,Condo/Co-op,620 W Huntington Dr #214,Arcadia,CA,91007,630000,3,2.0,605 - Arcadia,1378,149034,1967,27,457,260,Active,,,http://www.redfin.com/CA/Arcadia/620-W-Huntington-Dr-91007/unit-214/home/7233221,CRMLS,WS20089080,N,Y,34.131211,-118.052319
MLS Listing,,Single Family Residential,939 Crescent Dr,Monrovia,CA,91016,879000,3,2.0,Monrovia,1666,6636,1958,29,528,,Active,,,http://www.redfin.com/CA/Monrovia/939-Crescent-Dr-91016/home/7964068,PFAR,820001645,N,Y,34.1558042,-118.0191805
MLS Listing,,Single Family Residential,200 N Sunset Pl,Monrovia,CA,91016,1699950,3,3.5,639 - Monrovia,2706,20706,1995,29,628,,Active,,,http://www.redfin.com/CA/Monrovia/200-N-Sunset-Pl-91016/home/7964696,CRMLS,AR20087696,N,Y,34.1543191,-118.0149034
MLS Listing,,Townhouse,2103 Fairgreen Ave,Monrovia,CA,91016,1125000,6,4.0,639 - Monrovia,2661,9582,2007,30,423,,Active,,,http://www.redfin.com/CA/Monrovia/2103-Fairgreen-Ave-91016/home/7967623,CRMLS,AR20086522,N,Y,34.1263035,-118.0081102
MLS Listing,,Townhouse,458 W Duarte Rd Unit B,Arcadia,CA,91007,998000,3,2.5,605 - Arcadia,2252,95915,2005,31,443,310,Active,,,http://www.redfin.com/CA/Arcadia/458-W-Duarte-Rd-91007/unit-B/home/8148609,CRMLS,WS20076315,N,Y,34.1268135,-118.0484128
MLS Listing,,Condo/Co-op,825 W Duarte Rd Unit E,Arcadia,CA,91007,668900,3,2.5,605 - Arcadia,1468,12933,1981,31,456,180,Active,,,http://www.redfin.com/CA/Arcadia/825-W-Duarte-Rd-91007/unit-E/home/7236843,CRMLS,OC20086698,N,Y,34.1260905,-118.0584474
MLS Listing,,Single Family Residential,216 W Colorado Blvd,Monrovia,CA,91016,1168800,4,3.0,639 - Monrovia,2890,7989,1937,32,404,,Active,,,http://www.redfin.com/CA/Monrovia/216-W-Colorado-Blvd-91016/home/7970341,CRMLS,WS20085692,N,Y,34.1456683,-118.0038099
MLS Listing,,Single Family Residential,1408 S Magnolia Ave,Monrovia,CA,91016,709900,4,3.0,639 - Monrovia,1835,7379,1948,32,387,,Active,,,http://www.redfin.com/CA/Monrovia/1408-S-Magnolia-Ave-91016/home/7967054,CRMLS,PW20085517,N,Y,34.1364891,-118.0048164
MLS Listing,,Single Family Residential,301 Danimere Ave,Arcadia,CA,91006,1275000,5,3.0,605 - Arcadia,2392,7826,1956,32,533,,Active,,,http://www.redfin.com/CA/Arcadia/301-Danimere-Ave-91006/home/7240171,CRMLS,AR20085441,N,Y,34.1171326,-118.0233432
MLS Listing,,Single Family Residential,49 W Floral Ave,Arcadia,CA,91006,1999999,4,4.5,605 - Arcadia,3375,7800,2019,33,593,,Active,,,http://www.redfin.com/CA/Arcadia/49-W-Floral-Ave-91006/home/7229520,CRMLS,OC20084666,N,Y,34.1501167,-118.0338594
MLS Listing,,Single Family Residential,935 Alta Vista Ave,Arcadia,CA,91006,1598000,5,4.5,605 - Arcadia,3310,13050,2003,33,483,,Active,,,http://www.redfin.com/CA/Arcadia/935-S-Alta-Vista-Ave-91006/home/8128020,CRMLS,AR20083343,N,Y,34.1297141,-118.0082474
MLS Listing,,Multi-Family (2-4 Unit),124 Bonita St,Arcadia,CA,91006,1675000,8,4.0,605 - Arcadia,3651,8046,1962,35,459,,Active,,,http://www.redfin.com/CA/Arcadia/124-Bonita-St-91006/unit-A-D/home/7231240,CRMLS,CV20083816,N,Y,34.137666,-118.027277
MLS Listing,,Single Family Residential,82 W La Sierra Dr,Arcadia,CA,91007,1458000,3,2.0,605 - Arcadia,1515,14749,1950,35,962,,Active,,,http://www.redfin.com/CA/Arcadia/82-W-La-Sierra-Dr-91007/home/7236048,CRMLS,AR20083243,N,Y,34.1259457,-118.0347557
MLS Listing,,Single Family Residential,7019 N Muscatel Ave,San Gabriel,CA,91775,675000,2,1.5,San Gabriel,1258,6686,1925,35,537,,Active,,,http://www.redfin.com/CA/San-Gabriel/7019-N-Muscatel-Ave-91775/home/7040477,TheMLS,20-574074,N,Y,34.1259974,-118.079598
MLS Listing,,Single Family Residential,35 W Camino Real Ave,Arcadia,CA,91007,2250000,5,4.0,605 - Arcadia,4270,11873,1988,35,527,,Active,,,http://www.redfin.com/CA/Arcadia/35-W-Camino-Real-Ave-91007/home/7236327,CRMLS,AR20083588,N,Y,34.1220956,-118.0328346
MLS Listing,,Single Family Residential,279 Grand Ave,Monrovia,CA,91016,1389000,6,3.5,Monrovia,3759,9010,1947,35,370,,Active,,,http://www.redfin.com/CA/Monrovia/279-Grand-Ave-91016/home/7971245,PFAR,820001538,N,Y,34.1564704,-117.9931503
